title,price,published,acreage,address
"Phòng trọ 1tr2/tháng, ở tự do, không quản",1.2,26/03/2020,4.0,"Đường Vân Đồn, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
Nhà trọ 5 tầng với nhiều phòng cho thuê,3.4,14/10/2018,50.0,"Đường Nại Hiên Đông 11, Phường Nại Hiên Đông , Quận Sơn Trà, Đà Nẵng"
"Phòng cho thuê Full nội thất 25m2 đường Phan Huy Thực, quận Sơn Trà",2.5,28/11/2020,25.0,"Đường Phan Huy Thực., Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ tầng kiểu căn hộ mini khép kín, đủ tiện nghi",2.3,07/05/2020,23.0,"32 Đường Nại Hiên Đông 11, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
Cho Thuê Phòng Trọ Sạch Sẽ và An Toàn,2.0,27/01/2021,20.0,"139 Chu Huy Mân, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
"CHO THUÊ PHÒNG TRỌ NẠI HIÊN ĐÔNG, SƠN TRÀ",1.5,07/03/2021,25.0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
"Nhà biệt thự còn dư nhiều phòng cho thuê lâu dài gần Goldern bay, Khúc Hạo, Ngô Quyền, Chu Huy Mân.",3.0,14/06/2022,25.0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ Quận Sơn Trà rộng, đẳng cấp, khuyến mãi",2.2,01/10/2020,25.0,"Lô 19-C9 Đường Lý Nhật Quang, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
"Nhà và Phòng cho thuê - Quận Sơn Trà, Đà Nẵng",3.0,04/07/2022,40.0,"Đường Nại Hiên Đông 11, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng gần trường Cao Đẳng Lương Thực,-1.0,26/11/2015,20.0,"Lê Hữu Trác, Phước Mỹ, Quận Sơn Trà"
Cho thuê phòng trọ cao cấp gần biển Mỹ Khê,3.5,09/11/2016,20.0,"45 Hà Đặc, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ gần đường Nguyễn Công Trứ,1.0,03/03/2016,18.0,"268 Nguyễn Công Trứ, P.Phước Mỹ, Quận Sơn Trà"
"Phòng trọ cho người đi làm, chỉ việc dọn vào ở, đã đầy đủ tiện nghi-0917875659",2.5,21/09/2018,32.0,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ rộng 15m2, thoáng mát, sạch sẽ - cho 1 nam thuê",1.8,07/03/2020,13.0,"Đường Nguyễn Thiện Kế, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ đường Lâm Hoành,1.8,13/04/2020,16.0,"Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
"PHÒNG RẺ 2,5tr - Thang Máy - Đủ Nội Thất",2.5,22/03/2021,20.0,"50 Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
"Cho thuê căn hộ gần biển Mỹ Khê, cầu Rồng, Sơn Trà, Đà Nẵng",4.0,25/09/2020,30.0,"Đường Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ giá rẽ cho sv/người đi làm, liên hệ 0762577434 xem phòng",1.8,15/07/2021,20.0,"250/37 Nguyễn Công Trứ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng khách sạn sát biển Mỹ Khê Quận Sơn Trà TP Đà Nẵng,2.7,26/04/2022,20.0,"Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng khách sạn đầy đủ tiện nghi,3.2,31/07/2022,20.0,"Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
"CHO THUÊ PHÒNG TRỌ LÊ HỮU TRÁC, ĐÀ NĂNG",-1.0,03/03/2016,16.0,"K122/19 Đường Lê Hữu Trác , Phường An Hải Đông, TP Đà Nẵng"
Cho thuê phòng trọ ở được 3 - 4 người,3.5,30/09/2019,20.0,"171 Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
Cho thuê căn hộ sạch sẽ đầy đủ tiện nghi,4.8,07/10/2019,30.0,"171 Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng tại 64 Phạm Quang Ảnh, ngay đầu cầu Rồng, LH 0905901105",3.0,18/10/2019,19.0,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
Cho Thuê Phòng Trọ Đà Nẵng- An Toàn- Sạch sẽ,2.5,29/10/2020,26.0,"40 Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ giá rẻ, khu dân trí cao, an ninh tốt",1.0,28/02/2021,12.0,"72 an hải đông 1 An Cư 3, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
"Căn hộ mini, giường dorm, ở ghép ktx, giá từ 3tr, 3tr5, giường tầng 990k",0.99,11/06/2021,30.0,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
"Đ/C: K94/55 Lê Hữu Trác, Q. Sơn Trà, kiệt rộng và thoáng khu an ninh tốt, xung quanh gần chợ và cửa hàng bách hóa",1.0,01/04/2022,16.0,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ mới xây tại Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",2.5,05/07/2022,45.0,"198 Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ Mân Thái - Sơn Trà giá rẻ,0.397,29/11/2017,10.0,"Phố Phó Đức Chính, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"
Cho thuê phòng trọ rộng rãi sạch đẹp giá rẻ,2.0,11/01/2020,25.0,"K267/14 Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"
Phòng trọ đẹp mới 16 Dương Văn An,3.0,26/10/2018,20.0,"16 Đường Dương Văn An, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ quận Sơn Trà, mới xây 100%, sát biển 200m",2.7,15/05/2020,30.0,"18/3 Đường Nguyễn Đức An, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ giá rẻ quận Sơn Trà, Đà Nẵng",1.5,19/05/2020,20.0,"32 Đường Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"
"Phòng trọ 27m2, có ban công, thoáng mát",2.0,19/01/2021,27.0,"Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"
"Cho thuê phòng trọ tại 139 Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",1.0,28/04/2022,20.0,"139 Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
CẦN CHO THUÊ PHÒNG ĐẸP TTTP,3.5,17/12/2018,25.0,"Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
PHÒNG TRỌ ĐẦY ĐỦ TIỆN NGHI – NGAY TTTP ĐÀ NẴNG,2.2,18/12/2018,20.0,"Đường Điện Biên Phủ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Phòng trọ cao cấp 25m2 đường Trường Chinh, Thanh Khê",3.0,02/03/2019,25.0,"281 Đường Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng đẹp - mới xây dựng - sạch sẽ,3.5,01/06/2019,30.0,"Số 20 Đường Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
PHÒNG CHO THUÊ CAO CẤP - TRUNG TÂM TP,2.9,23/09/2019,23.0,"51/5 Đường Tôn Đản, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng nội thất siêu rẻ nhất khu vực,4.5,13/10/2019,25.0,"Phố Đỗ Quang, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Phòng trọ 20m2 gần trường ĐHKT và chợ,1.5,01/08/2020,20.0,"K87/19 Ngũ Hành Sơn Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng trọ mới tinh, sạch sẽ, sang trọng giá rẻ gần DH Kinh Tế Đà Nẵng",3.0,26/08/2020,25.0,"21 Đường Võ Như Hưng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê phòng đầy đủ tiện nghi như khách sạn sale 15%,2.5,11/09/2020,25.0,"Đường An Tư Công Chúa, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê phòng trọ địa chỉ Phan Tứ Bà Huyện Thanh Quan,2.5,08/10/2020,20.0,"Phan Tứ Bà Tuyện Thanh Quan Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ có đầy đủ tiện nghi tại 27 Mỹ Đa Đông 4, Mỹ An, Ngũ Hành Sơn, Đà Nẵng",2.2,27/09/2020,15.0,"27 Đường Mỹ Đa Đông 5, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê căn hộ full nội thất gần biển Mỹ Khê giá rẻ,4.5,26/10/2020,40.0,"d38 Đường An Thượng 34, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng trọ cho thuê đẹp, sạch, yên tĩnh",0.8,13/04/2016,15.0,"Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ có gác xếp,1.2,03/03/2016,20.0,"Đường Phần Lăng 19, Q.Thanh Khê"
PHÒNG TRỌ TRUNG TÂM QUẬN THANH KHÊ,1.1,15/02/2016,21.0,"83 Phần Lăng 9, Quận Thanh Khê"
"Cho thuê phòng trọ tại Hà Huy Tập, Đà Nẵng",1.0,15/03/2016,25.0,"Hà Huy Tập, quận Thanh Khê, Đà Nẵng"
"Phòng trọ có gác 25m2 sạch sẽ, thoáng mát",2.0,10/12/2016,25.0,"123/127 Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ tầng 2,1.5,10/03/2019,13.0,"39/10 Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Phòng trọ cho thuê đẹp, sạch, yên tĩnh, mát mẻ",1.0,25/06/2019,16.0,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Phòng trọ full nội thất trung tâm phố đường Phạm Nhữ Tăng,4.0,10/09/2019,30.0,"104 Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Phòng trọ Điện Biên Phủ gần công viên 29/3. Giá 2tr8/tháng,2.8,30/12/2019,23.0,"194/34 Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trong nhà nguyên căn không chủ,2.0,02/04/2020,20.0,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ 15m2 đường Điện Biên Phủ, giá 1.3tr / 1 tháng",1.3,27/01/2020,15.0,"35/194 Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trong nhà nguyên căn, giá 1.7 triệu/tháng",1.7000000000000002,03/03/2020,20.0,"Kiệt 304 Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
"Chp thuê phòng trọ khu vực Mỹ An 1, Đà Nẵng",3.0,09/11/2019,18.0,"55 Đường Mỹ An 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng trọ cho sinh viên Kinh Tế, Cao Đẳng Nghề",2.7,29/10/2019,15.0,"Đường Hàm Tử, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"PHÒNG CHO THUÊ HỘ GIA ĐÌNH, CÔNG NHÂN VIÊN CHỨC, SINH VIÊN",4.5,11/11/2019,48.0,"09 Đường Mỹ An 20, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
CHO THUÊ PHÒNG DORM MỚI-HIỆN ĐẠI,2.2,26/11/2019,45.0,"K95/21 Phố Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Phòng trọ Ký túc xá cho Sinh viên - Người đi làm,1.2,04/12/2019,20.0,"Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ mới, đẹp, tiện nghi vừa đủ",4.0,04/01/2020,24.0,"09 Đường Ung Văn Khiêm, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ tại 30 Trần Văn Dư, Ngũ Hành Sơn, Đà Nẵng",2.3,08/01/2020,18.0,"30 Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"CHO THUÊ PHÒNG TRỌ MỚI XÂY, CÓ ĐÈN NĂNG LƯỢNG MT KHÔNG TỐN TIỀN ĐIỆN",2.0,26/01/2020,100.0,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê nhà trọ diện tích gần 20m2, 3 đến 4 người ở",1.7000000000000002,27/03/2020,20.0,"K55/14 NGŨ HÀNH S Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
CHO THUÊ NHÀ TRỌ SINH VIÊN GIÁ RẺ,1.5,15/03/2020,15.0,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê nhà trọ full nội thất,3.0,24/04/2020,30.0,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ 78, An Dương Vương, Q. Ngũ Hành Sơn, Đà Nẵng",2.0,28/04/2020,20.0,"Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
CHO THUÊ PHÒNG TRỌ ĐỊA CHỈ 01 AN THƯỢNG 24,4.0,09/06/2020,35.0,"01 Đường An Thượng 24, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
CHO THUÊ NHÀ TRỌ SINH VIÊN GIÁ RẺ GẦN TRƯỜNG ĐH KINH TẾ KHU GIÁO VIÊN,1.3,01/05/2020,16.0,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê nhà trọ quận Ngũ Hành Sơn, 3 phút đi bộ đến trường Đại Học Kinh Tế",3.0,01/07/2020,30.0,"68/35/2 Đường Dương Khuê, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng trọ sạch sẽ, mới xây dựng cho thuê tại 10 Đường Giang Châu 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2.2,16/06/2020,30.0,"10 Đường Giang Châu 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê phòng trọ ktx giường tầng bao điện nước có điều hòa,1.0,14/07/2020,20.0,"30 Đường Phan Thúc Duyện, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Chỉ 3 triệu cho căn hộ mini đầy đủ nội thất,3.0,15/07/2020,25.0,"129/9 Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng trọ cho thuê giá rẻ, sạch sẽ, thoáng mát",2.0,22/07/2020,22.0,"K02/22 Đường Phan Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Phòng Cao Cấp Cho Nữ Thuê Giá Rẻ,2.5,01/06/2020,20.0,"748/9 Đường Trần Cao Vân, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Phòng điều hòa giường tầng tiện nghi khép kín cạnh công viên 29/3,1.1,08/05/2020,40.0,"463 Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ, liên hệ trực tiếp để biết thêm chi tiết",2.0,25/07/2020,14.0,"Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê phòng ở trong nhà nguyên căn,2.0,04/05/2020,20.0,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ 20m2 đường Võ Văn Tần gần siêu thị Nguyễn Kim Đà Nẵng,2.2,02/09/2020,20.0,"K58/8 Đường Võ Văn Tần, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
[ TRỌ THANH KHÊ ] Mặt đường thái thị bôi,2.0,05/10/2020,20.0,"178 Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Phòng trọ mới xây đường Võ Văn Tần,1.8,17/02/2021,20.0,"K58/h01/32 Đường Võ Văn Tần, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Phòng trọ cao cấp full nội thất đường Điện Biên Phủ,1.5,24/06/2021,25.0,"Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ giành cho sinh viên (1-2 người). Giá phòng giao động 1-2 triệu./tháng,2.0,23/02/2022,60.0,"322/48 Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
"CHO THUÊ TRỌ TỰ DO GIỜ GIẤC, TIỆN NGHI ĐẦY ĐỦ GIÁ 2TR7 - 3TR",2.5,05/03/2020,20.0,"Đường Cù Chính Lan, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng chỉ 1,7 triệu ngay gần chợ Thuận An, Thanh Khê.",1.7000000000000002,05/05/2020,13.0,"137 Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ khu phần lăng Huỳnh Ngọc Huệ,1.2,03/10/2020,14.0,"114 Đường Nguyễn Giản Thanh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ tại K393/6/2 Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng",1.5,20/07/2020,25.0,"K393/6/2 Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ tại 25 Đường Nguyễn Khang, Phường An Khê, Quận Thanh Khê, Đà Nẵng",1.5,07/04/2020,25.0,"25 Đường Nguyễn Khang, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Cho Thuê Phòng Trọ Sinh Viên Đại Học,0.9,06/03/2022,30.0,"k322/48 Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
Nhà trọ quận thanh khê 24m2. Gác lững gỗ 10m2. Gần trung tâm chợ siêu thị trường học bệnh viện,2.8,22/02/2021,24.0,"Đường Thái Thị Bôi, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
NEW! Cho thuê căn hộ ở và mặt bằng kinh doanh với giá rẻ!,7.0,25/11/2020,34.0,"Đường Nguyễn Phước Thái, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ khu vực Thanh Khê (WIFI FREE),2.0,09/06/2021,20.0,"k58/6 Đường Nguyễn Đăng, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng ở đường Lý Triện - quận Thanh Khê,2.5,17/07/2021,22.0,"161 Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ đường Đỗ Đức Dục, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2.0,28/06/2021,25.0,"Đường Đỗ Đức Dục, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê dãy 4 phòng trọ mới xây tại K46 Đường Nguyễn Đăng, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2.0,05/12/2021,20.0,"K46 Đường Nguyễn Đăng, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Căn hộ gần biển Mỹ Khê, đh Kinh tế, cao đẳng nghề, cầu Trần Thị Lý.",4.0,18/11/2020,35.0,"d38 Đường An Thượng 34, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ, nhà trọ sinh viên gần trường đại học Kinh Tế Đà Nẵng, vệ sinh khép kín, diện tích khoảng 12m2, cho 1",1.5,02/11/2020,12.0,"186/3 Đường Đổ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho thuê căn hộ gần biển Mỹ Khê giá chỉ từ 3 triệu,3.0,31/10/2020,25.0,"d38 Đường An Thượng 34, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Homstay, phòng trọ giá sẻ thnhachs hợp cho những người thich không gian sống 1 mình",1.3,02/01/2021,8.0,"100 Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Căn hộ mini kiểu Studio có gác diện tích 25m2, full nội thất - Gần TTTP",3.5,29/07/2021,25.0,"20 Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
"Còn 1 phòng cho thuê, ưu tiên người ở lâu dài.",3.5,27/01/2021,30.0,"44 Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
️CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️,1.2,14/02/2021,25.0,"30 Đường Phan Thúc Duyện, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ- Địa chỉ: Đường Mỹ an 6, Phường Mỹ an, Quận Ngũ hành Sơn, Đà nẵng",1.5,23/02/2021,15.0,"9 Đường Mỹ An 6, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
️GÓC CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️,1.2,14/02/2021,25.0,"30 Đường Phan Thúc Duyện, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Phòng trọ sinh viên giá rẻ gần các trường Đại học trên phố,1.5,25/02/2021,18.0,"Kiệt 249 Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Phòng Căn Hộ Cao Cấp Giá Sinh Viên - Q.Ngũ Hành Sơn- Chỉ 4.5 triệu/tháng- Miễn Phí Điện,Nước,Wifi",4.5,22/09/2021,45.0,"11a Hồ Xuân Hương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Cho Thuê Phòng Trọ Nữ Sát Đại Học Kinh Tế Đà Nẵng,2.0,23/03/2022,20.0,"35 Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê mặt tiền 32 Dương Thị Xuân Quý, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",5.0,06/04/2022,42.0,"32 Đường Dương Thị Xuân Quý, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
Căn hộ Có Hồ Bơi Bao Điện Nước - Ngay Trường ĐH Kinh Tế Đà Nẵng - Chỉ 4.5tr/Tháng,4.5,28/09/2021,45.0,"Đường Hồ Xuân Hương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ phường Mỹ An, quận Ngũ Hành Sơn Đà Nẵng",1.5,17/07/2022,18.0,"Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
"Cho thuê phòng trọ trên lầu, gác lửng",1.7000000000000002,04/04/2020,16.0,"K123/H83/21 Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Nhà 3 tầng còn 01 phòng cho thuê,1.5,07/06/2020,20.0,"07 Đường Phần Lăng 16, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ mặt kiệt rộng!,1.8,10/06/2020,26.0,"15/6 Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Nhà trọ cao cấp cho gia đình hoặc sinh viên.,3.0,07/01/2021,30.0,"K215/108 Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Nhà cho thuê nguyên căn, có gác lửng tại K249/H83/19 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê",3.0,14/10/2021,30.0,"K249/H83/19 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ có gác, tại 249/54 Đường Hà Huy Tập, Quận Thanh Khê, gần bờ hồ",1.5,26/05/2021,30.0,"249/54 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Phòng trọ giá rẻ bình dân chỉ từ 700k - 1 triệu đồng gần chợ Thanh Khê siêu thị Coopmart, an ninh",0.7000000000000001,28/02/2021,10.0,"K06/39 Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ 249 Hà Huy Tập,2.0,31/03/2021,18.5,"183/23 Trần Xuân Lê Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ có gác, gần trường học giá thuê chỉ 1tr3/tháng rộng 30m2 có gác",1.3,27/12/2021,30.0,"249/62 Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ giá rẻ, gần trường học. Rộng 25m2 giá thuê 1,7 Triệu/Tháng",1.7000000000000002,07/06/2022,25.0,"249/62 (sau bãi xe) Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ (riêng chủ) gần chợ, gần trường học tại Thanh Khê",1.5,09/06/2022,15.0,"k123/97/58 Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ giá rẻ gần trường học gần chợ,1.8,05/07/2022,25.0,"215/42 Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
"Phòng trọ nhà mặt tiền Phan Thanh, dt 25m2_35m2",3.5,23/10/2019,25.0,"91 Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"
"Phòng trọ K183 đường Phan Thanh, 1.5 triệu",1.5,03/07/2019,15.0,"K183 Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"
"Cho thuê phòng trọ tttp, khu vực an ninh",1.8,24/10/2019,15.0,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ sinh viên Đà Nẵng,1.8,16/11/2019,20.0,"K131 H37/50 Đường Lý Thái Tổ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"
Cho thuê phòng trọ giá sinh viên 2020,1.6,01/01/2020,18.0,"K131 H37/50 Đường Lý Thái Tổ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"
